case_id,trade_nm,cty_nm,st_cd,h2a_violtn_cnt,h2b_violtn_cnt,findings_start_date,year filed
1545084,Timothy Ferrell Farm,Wylliesburg,VA,4,0,6/15/2007,2007
1478255,JC Castro (FLC),Vidalia,GA,4,0,4/1/2007,2007
1631800,Tenney Farm,Antrim,NH,4,0,10/11/2009,2009
1410862,Dan Peacher,Indian Mound,TN,4,0,5/7/2005,2005
1656110,Gary Dean Baker,Pinnacle,NC,4,0,5/21/2010,2010
1521302,Ladder Livestock,Savery,WY,4,0,9/25/2006,2006
1545081,C. Wayne Ferguson,Vernon Hill,VA,4,0,6/24/2007,2007
1406821,Thomas Boose,Blackstone,VA,4,0,7/3/2003,2003
1336587,Argyle Ranch,Randolph,UT,4,0,11/1/2003,2003
1683266,Center State Harvesting & Hauling Inc.,Bartow,FL,4,0,11/3/2012,2012
1665351,Ochs Orchard,Warwick,NY,4,0,10/10/2011,2011
1466653,Ducharme Plant N Prune,Derby,VT,4,0,4/3/2005,2005
1677195,Consolation Farm LLC #3,Crofton,KY,4,0,12/23/2010,2010
1667345,Burger's Farm,Schenectady,NY,4,0,3/1/2011,2011
1657250,Justin Clay Chase,Glasgow,KY,4,0,12/29/2011,2011
1648399,Stacy's Greenhouses,York,SC,4,0,3/7/2011,2011
1645517,Triangle J Farms,Seminole,TX,4,0,2/23/2010,2010
1626861,"Walter P. Rawl & Sons, Inc. d/b/a MSCP",Indianola,MS,4,0,1/1/2010,2010
1539261,Wagner Vineyards LLC,Lodi,NY,4,0,2/16/2008,2008
1527719,Tehandon Contractors,Spruce Pine,NC,4,0,9/25/2008,2008
1521234,Wickham's Fruit Farm,Cutchogue,NY,4,0,7/27/2006,2006
1497051,Red Hill Tobacco,Scottsville,KY,4,0,4/15/2007,2007
1485248,Misty Blue USA Corp,Portland,ME,4,0,7/24/2006,2006
1143463,Loomis Livestock,Donnelly,ID,4,0,10/1/2000,2000
1484151,Tommie & Jimmy Collie,Ringgold,VA,4,0,7/15/2005,2005
1463476,"Francis Barlow, Jr. Farms",Ruther Glen,VA,4,0,12/4/2004,2004
1456386,A-1 Land Care Inc.,Lewiston,NY,4,0,10/22/2004,2004
1657763,Clark Nickles,Charlestown,IN,4,0,6/5/2010,2010
1651011,Underwood Fur & Feed,New Hampton,IA,4,0,3/31/2010,2010
1630901,Snells Greenhouses,Mount Airy,MD,4,0,9/16/2009,2009
1484150,Harry Wayne Power,Gretna,VA,4,0,7/11/2005,2005
1657236,Joe Dan Taylor Farms,Almo,KY,4,0,4/15/2010,2010
1385415,Alyson's Orchard,Walpole,NH,4,0,12/7/2002,2002
1446433,"Dillard H. Finch, III",Blairs,VA,4,0,7/18/2004,2004
1446466,Phillip McCain,Keeling,VA,4,0,4/5/2006,2006
1446416,Terry W. Bass,Ringgold,VA,4,0,6/26/2004,2004
1545079,A. Neil Corum,Warfield,VA,4,0,6/16/2007,2007
1706229,"Young Hollow, Doug Young, Rio Verde Nurseries",Forest Hill,LA,4,0,10/11/2010,2010
1698768,"Red Diamond Enterprises, Inc.",Wimauma,FL,4,0,1/19/2012,2012
1679252,Pete's Greens,Craftsbury,VT,4,0,12/18/2010,2010
1671981,Tyson Sanderfur,Hartford,KY,4,0,12/18/2010,2010
1417651,VAGA - Robert C. Elliott,South Boston,VA,4,0,3/1/2005,2005
1484149,Danny Lewis,Gretna,VA,4,0,7/12/2005,2005
1625233,Fox Hill Farm,Enfield,CT,4,0,8/24/2009,2009
1697230,"Paul W. Holloway, Jr.",Freeman,VA,4,0,6/21/2011,2011
1406827,Robert C. Elliott,Dry Fork,VA,4,0,3/1/2005,2005
1580863,Jimmy Elder,Fancy Farm,KY,4,0,8/25/2008,2008
1448925,John Pyron,Keeling,VA,4,0,7/18/2004,2004
1413250,Fox Hill Farm,Enfield,CT,4,0,4/1/2005,2005
1671993,Taylor Farms,Russellville,KY,5,0,4/15/2010,2010
1392081,Robert Artz,Minot,ND,5,0,5/8/2004,2004
1622152,"The LaCassane Company, Inc.",Lake Arthur,LA,5,0,6/24/2009,2009
1621638,Julian Land & Livestock,Kemmerer,WY,5,0,6/9/2009,2009
1588346,Triple C Farms Labor Camp II,Chesnee,SC,5,0,4/15/2010,2010
1586948,Fernandez Ranch & Western Range Association,Centerville,WA,5,0,9/20/2008,2008
1616366,T & R Farm,Clarksville,TN,5,0,4/30/2009,2009
1597418,Nolan Giles & Sons Ranch,Tabiona,UT,5,0,11/1/2008,2008
1567411,S & S Chopping,Elgin,ND,5,0,3/30/2009,2009
1555639,Grass Farm,Morgan Hill,CA,5,0,5/23/2009,2009
1558808,Maple Ridge Fruit Farm,Newark,NY,5,0,1/3/2009,2009
1547324,Bush N Vine,York,SC,5,0,3/7/2009,2009
1583718,Rice Acres,Kinder,LA,5,0,6/17/2008,2008
1560348,DPS Trees,New Ringgold,PA,5,0,10/21/2007,2007
1434219,Triple J Ranch,Quinter,KS,5,0,3/23/2005,2005
1514875,Dwight Miller & Son Orchard,East Dummerston,VT,5,0,1/6/2007,2007
1668090,Robey Farms,Adairville,KY,5,0,10/11/2010,2010
1670407,Trent Wilson Farms,Angier,NC,5,0,1/1/2012,2012
1665704,Villa Milagro Vineyard,Phillipsburg,NJ,5,0,1/1/2010,2010
1667325,Rexcroft Farm,Athens,NY,5,0,2/21/2011,2011
1659144,Crawfish Distributors,Breaux Bridge,LA,5,0,7/18/2010,2010
1656371,Springs Farm,Fort Mill,SC,5,0,1/3/2011,2011
1656111,Hudson Farm,Turkey,NC,5,0,3/29/2011,2011
1627070,Bashutski Harvesting,Winnett,MT,5,0,2/16/2010,2010
1615471,TLH Farms,England,AR,5,0,2/15/2009,2009
1545077,Averett R. Simpson,Vernon Hill,VA,5,0,6/24/2007,2007
1499260,Henley Farm,Virginia Beach,VA,5,0,12/30/2005,2005
1496233,"Wexford Farms, Inc.",Wexford,PA,5,0,11/5/2005,2005
1494582,"Norwich Meadows Farm, LLC",Norwich,NY,5,0,1/7/2007,2007
1493194,Kirby's Farm Market,Brockport,NY,5,0,4/21/2007,2007
1493023,Flying H Farms,Mountain Home,ID,5,0,11/2/2005,2005
1486463,Gerber's,Elyria,OH,5,0,7/24/2005,2005
1486459,Briar Rose Nursery,Painesville,OH,5,0,8/19/2006,2006
1485008,"Muldoon Ranch Co., LLC",Bellevue,ID,5,0,5/28/2007,2007
1482961,"Lakeside Sod Supply Co., Inc.",Clarence Center,NY,5,0,1/6/2007,2007
1484140,Keith Atkinson,Java,VA,5,0,7/13/2005,2005
1462512,Todd Webb,Bowling Green,KY,5,0,3/10/2005,2005
1529217,Butler Farms,Hardinsburg,KY,5,0,12/11/2006,2006
1613921,Abernethy & Spencer Greenhouses,Purcellville,VA,5,0,2/6/2010,2010
1579573,Craven Farms,Sumter,SC,5,0,4/1/2010,2010
1598524,Stoudt's Orchards,Hamburg,PA,5,0,10/15/2008,2008
1707612,Free Bird Farm LLC,Palatine Bridge,NY,5,0,2/15/2012,2012
1702040,Cherryfield Foods,Cherryfield,ME,5,0,7/29/2013,2013
1694708,Frank Howey Family Farms,Monroe,NC,5,0,7/12/2011,2011
1697237,Mike Robinson,Emporia,VA,5,0,6/18/2011,2011
1691079,Peddicord Custom Harvesting,Wamego,KS,5,0,4/24/2011,2011
1650801,J.W. Anderson and Sons,Wethersfield,CT,5,0,8/1/2009,2009
1654041,Dusty Feather Farm,Shelbyville,KY,5,0,6/1/2010,2010
1556371,Lawson Camp,Hartsville,SC,5,0,8/18/2009,2009
1692816,Jerry McKinney,Clifty,KY,5,0,5/8/2011,2011
1587213,Bowman Farm,North Collins,NY,5,0,11/4/2008,2008
1446471,Archie Motley,Chatham,VA,5,0,7/19/2004,2004
1397240,Wyatt Farms Greenhouse & Nursery,Benton,KY,5,0,4/29/2003,2003
1581511,Michael D Kimsey,Manderson,WY,6,0,7/8/2008,2008
1620519,Red Rock Nursery,Painesville,OH,6,0,6/17/2009,2009
1608263,W. R. Cleverley / Verna Cleverley,Dillon,MT,6,0,1/1/2009,2009
1634915,"Watkins Nurseries, Inc.",Midlothian,VA,6,0,7/19/2010,2010
1626620,DeBuck's Sod Farm,Pine Island,NY,6,0,8/24/2009,2009
1613724,D & H Farms,Herndon,KY,6,0,4/15/2009,2009
1612508,"Horton Vineyard, Inc",Orange,VA,6,0,4/11/2009,2009
1617976,Ashley Mohorn,Littleton,NC,6,0,3/15/2010,2010
1592333,"M & H Farm, Inc.",Clarksville,TN,6,0,8/22/2008,2008
1583366,Gypsy Farms,Greenville,MS,6,0,5/28/2008,2008
1584180,Hayden Farms Association,Bardwell,KY,6,0,2/18/2009,2009
1559779,"L & M Fuller Family Partnership, LLLP",Palisade,CO,6,0,6/12/2008,2008
1552536,Robinson Lumber Co.,Fort Kent,ME,6,0,6/1/2009,2009
1563782,Kleinsasser Farms,Chaseley,ND,6,0,3/15/2009,2009
1560363,"Lehigh Valley Home & Garden Center, Inc.",Northampton,PA,6,0,3/1/2000,2000
1560362,"Subarashii Kudamono, LP",Germansville,PA,6,0,10/21/2007,2007
1558700,"Little Lake Farms, L.L.C.",Albion,NY,6,0,8/13/2009,2009
1545083,William B. Devin,Wylliesburg,VA,6,0,6/28/2007,2007
1433136,"Bears Paw Apiaries, Inc.",Chinook,MT,6,0,6/27/2004,2004
1447763,Joe Don Reece,Winston Salem,NC,6,0,4/1/2006,2006
1686912,Jared Donaldson Farms,Hickory,KY,6,0,4/30/2011,2011
1659695,"Big Valley Sod Farms, Inc",Calhan,CO,6,0,7/2/2010,2010
1655855,Nunn Farms,Magnolia,KY,6,0,6/5/2010,2010
1642100,Charles E. Britt,Roanoke,LA,6,0,4/12/2010,2010
1602608,"Garcia Harvesting, LLC",San Angelo,TX,6,0,4/28/2010,2010
1545044,William Carl Ligon,Chase City,VA,6,0,6/28/2007,2007
1530184,The Country Nursery,Chester,NJ,6,0,12/2/2006,2006
1519357,Fulcher's Red Fox Stables,Oriental,NC,6,0,5/31/2008,2008
1518293,McBride Brothers Farms,Skipwith,VA,6,0,7/21/2006,2006
1497822,George H. McCain,Willisburg,KY,6,0,1/5/2006,2006
1652049,R.J. Hinnant & Sons Farm,Kenly,NC,6,0,5/3/2010,2010
1486460,Brotzman's Nursery,Madison,OH,6,0,7/30/2005,2005
1484147,Roy Frances Swanson,Callands,VA,6,0,7/17/2005,2005
1475810,Acorn Hill Vineyards,Madison,VA,6,0,5/7/2005,2005
1657653,"Hart's Greenhouse and Florist, LLC",Canterbury,CT,6,0,5/26/2010,2010
1446413,Maxwell's Farm,Changewater,NJ,6,0,4/1/2006,2006
1406831,"Tight Squeeze Investments, Inc.",Blairs,VA,6,0,3/11/2005,2005
1445248,Zehr Farms Inc.,Lockport,NY,6,0,6/26/2004,2004
1447758,Scott Hedgecock,Kernersville,NC,6,0,1/1/2006,2006
1446409,Sanford J. Adkins,Chatham,VA,6,0,6/29/2004,2004
1528243,Rick Wenzel,Wimbledon,ND,6,0,3/1/2008,2008
1423690,McLusky Orchards,La Fayette,NY,6,0,1/5/2005,2005
1518280,William M. Warren,South Hill,VA,6,0,7/7/2006,2006
1531132,Tim Ostenrude,Hoople,ND,6,0,5/15/2008,2008
1448225,Lanni Orchards,Lunenburg,MA,6,0,9/17/2005,2005
1592846,Jeffery Smith,Mayfield,KY,6,0,8/31/2008,2008
1697233,Neil S. Jones,Rawlings,VA,6,0,6/23/2011,2011
1691340,Stamatakis Livestock,Helper,UT,6,0,3/1/2011,2011
1688036,"Tom's Farm Market and Greenhouses, Inc.",Huntley,IL,6,0,5/13/2011,2011
1641403,S. Arnold & Co LLC,Southwick,MA,6,0,8/26/2010,2010
1620908,Danny Stewart,Somerset,KY,6,0,7/28/2009,2009
1697234,Timothy D. Fajna,Emporia,VA,6,0,6/26/2011,2011
1697224,W & A Farms,Lawrenceville,VA,6,0,6/19/2011,2011
1417649,VAGA - Eldon Painter Farm,South Boston,VA,6,0,4/6/2005,2005
1449164,Michael S. Adkins,Chatham,VA,6,0,6/29/2004,2004
1447769,Wood Farms,Lexington,NC,6,0,1/1/2006,2006
1585919,R & C Farms,Shelley,ID,6,0,6/16/2008,2008
1545080,Garland A. Comer,Vernon Hill,VA,6,0,6/24/2007,2007
1586786,Samuel D. Piercy,South Hill,VA,6,0,9/28/2008,2008
1582920,Gripshover Farm,Crittenden,KY,6,0,8/7/2008,2008
1397243,Mitchell Clark Stables,Danville,KY,6,0,5/18/2003,2003
1411311,David T. Ingram,Keeling,VA,7,0,4/30/2005,2005
1151517,Del Monte,Helena,GA,7,0,4/13/2001,2001
1622146,Neil LeJeune & Paul LeJeune,Eunice,LA,7,0,6/28/2009,2009
1621426,L. Patton Alderson,South Boston,VA,7,0,7/30/2009,2009
1624849,Darnell Farms,Woodlawn,TN,7,0,9/16/2009,2009
1623789,McNeill Labor Management,Belle Glade,FL,7,0,7/27/2009,2009
1369678,Novak Farms,Lankin,ND,7,0,8/1/2003,2003
1585908,"Rawl, Walter P. and Sons, Inc.",Pelion,SC,7,0,11/19/2009,2009
1586787,Engel Family Farms,Hanover,VA,7,0,8/30/2008,2008
1591403,Whitbeck Investments Inc.,Vernal,UT,7,0,4/21/2009,2009
1578798,Warren J. Rutledge,Red Oak,VA,7,0,5/19/2008,2008
1554772,H&M Landscaping Inc,Newbury,OH,7,0,10/28/2007,2007
1669852,Charles Tackett II,Georgetown,KY,7,0,9/5/2010,2010
1659110,"W. C. Lanie & Sons, Inc, White Star Farm",Jeanerette,LA,7,0,8/9/2010,2010
1655937,"Newman Tobacco Company, LLC",Philpot,KY,7,0,6/15/2010,2010
1654360,"Ingalls Honey, Inc.",Valliant,OK,7,0,8/20/2010,2010
1642289,Troy & Craig West Farms,Mamou,LA,7,0,6/22/2010,2010
1615360,"Atchley, Clen",Ashton,ID,7,0,7/22/2009,2009
1523565,Bill Robinson,Vernal,UT,7,0,5/2/2007,2007
1522285,Springtown Farmers Collective,New Paltz,NY,7,0,1/1/2007,2007
1504043,Joe Wright,Harned,KY,7,0,1/31/2006,2006
1496884,Parker Farms #2 Hsg. Site,Vardaman,MS,7,0,5/10/2007,2007
1488304,Lawson Farms,Hartsville,SC,7,0,5/1/2007,2007
1487939,South Camp - Flamm Migrant Labor Camp,Cobden,IL,7,0,7/30/2007,2007
1487938,North Camp - Flamm Migrant Labor Camp,Cobden,IL,7,0,7/30/2007,2007
1659288,Plummer Orchards LLC,Gasport,NY,7,0,6/26/2010,2010
1650805,Fox Hill Farm,Enfield,CT,7,0,8/24/2009,2009
1455572,Pike Farms,Sagaponack,NY,7,0,9/5/2004,2004
1452993,Stratton Tomatoes and Greenhouse,Rutledge,TN,7,0,1/1/2006,2006
1448300,Cider Hill Farm,Amesbury,MA,7,0,9/1/2004,2004
1496323,Thorn Harvesting,Houston,MS,7,0,11/1/2005,2005
1439586,Sunny Oak Farm,Paris,KY,7,0,7/15/2004,2004
1450559,Hahn's Farm,Salt Point,NY,7,0,4/1/2005,2005
1697832,Pedernales Valley Farms,Fredericksburg,TX,7,0,3/15/2012,2012
1692820,Sink Hole Farms/Pat Sholar,Trenton,KY,7,0,5/31/2011,2011
1686915,Larry Tucker Farms,Kirksey,KY,7,0,2/20/2011,2011
1422041,"Lamont Fruit Farm, Inc.",Albion,NY,7,0,9/5/2005,2005
1397248,"Wilson Nurseries, Inc.",Frankfort,KY,7,0,8/24/2003,2003
1545085,Layton Powell,Keysville,VA,7,0,6/20/2007,2007
1484167,Tribble Farms,Nathalie,VA,7,0,7/14/2005,2005
1580899,Hillview Farms,Princeton,KY,7,0,5/6/2008,2008
1376188,B & G Landscaping & Sod Farm,Middletown,OH,7,0,3/24/2004,2004
1446479,Timothy Shelton,Dry Fork,VA,7,0,7/12/2004,2004
1367676,"Norwich Meadows Farm, LLC",Norwich,NY,7,0,3/21/2004,2004
1323664,Kram Harvesting,Duke,OK,8,0,3/30/2002,2002
1589983,Ray Eidson Farm,Cottontown,TN,8,0,8/3/2008,2008
1620602,Hatch Howard,Woods Cross,UT,8,0,5/29/2009,2009
1553749,Koop Farm,Nara Visa,NM,8,0,3/1/2009,2009
1468739,"Overlook Harvesting Company, LLC",Winter Haven,FL,8,0,11/1/2006,2006
1595615,Charles E. Barnes,Stony Creek,VA,8,0,5/21/2009,2009
1587096,"Hayden Landscape and Design, Inc.",Bardstown,KY,8,0,5/17/2009,2009
1555283,Bob Anderson Harvesting,Michigan,ND,8,0,5/1/2009,2009
1554775,"Sundowner Livestock, Inc.",Southard,OK,8,0,9/1/2008,2008
1544431,Latiolais Farms of Parks,Breaux Bridge,LA,8,0,7/1/2007,2007
1532371,Wyatt Farms,Benton,KY,8,0,1/15/2007,2007
1676805,Sunrise Farms LLC,Osborne,KS,8,0,11/14/2010,2010
1586741,Historyland Nursery,Warsaw,VA,8,0,9/4/2008,2008
1581601,Eddie Chapman,Murray,KY,8,0,9/17/2008,2008
1672202,Star Farms LLC,Beloit,KS,8,0,11/14/2010,2010
1667327,"Garden Time, Inc.",Queensbury,NY,8,0,9/5/2010,2010
1674355,Severts Tree Farm,Elk Creek,VA,8,0,11/12/2010,2010
1656085,Gary Berringrton Ranch,Wellington,NV,8,0,5/15/2012,2012
1652937,Alstede Farms LLC,Chester,NJ,8,0,3/19/2012,2012
1652060,"Johnnie Darrell Tyndall, AGER",Deep Run,NC,8,0,5/3/2010,2010
1535863,"Guthrie Nursery, Inc.",Lynchburg,VA,8,0,1/31/2007,2007
1527929,Bemis Gin & Warehouse Co. Inc.,Jackson,TN,8,0,11/10/2006,2006
1527863,Schreibers Orchards,Milton,NY,8,0,1/1/2007,2007
1526605,Dolinsky Brothers Nurseries,Weatherly,PA,8,0,10/2/2006,2006
1522286,"Kellys Greenhouses, Inc.",Kerhonkson,NY,8,0,1/1/2007,2007
1521476,"Arledge Hay Company, Inc.",Queen Creek,AZ,8,0,4/1/2008,2008
1510032,Garner Produce,Warsaw,VA,8,0,5/26/2006,2006
1499062,"Old Church Sod, LLC",New Kent,VA,8,0,5/1/2006,2006
1496345,Ernst Conservation Seeds,Meadville,PA,8,0,2/16/2007,2007
1494441,"Tassone Farms, Inc.",Cicero,NY,8,0,10/4/2005,2005
1493429,Schichtel's Nursery,Orchard Park,NY,8,0,4/28/2007,2007
1485617,Salmon Falls Nursery & Landscaping,Berwick,ME,8,0,7/24/2005,2005
1470782,Gallrein Farms,Shelbyville,KY,8,0,3/15/2005,2005
1458407,Misty Knoll Farm,New Haven,VT,8,0,11/28/2004,2004
1658004,Devereux W. Rawlings,Woodlawn,TN,8,0,6/3/2010,2010
1447783,Arnold D. Smith,Roseboro,NC,8,0,1/1/2006,2006
1448177,Russell Orchards,Ipswich,MA,8,0,7/29/2004,2004
1437844,Worms Turf & Trees,Murray,KY,8,0,3/30/2004,2004
1484163,Thomas C. Hudson,Alton,VA,8,0,7/17/2005,2005
1694455,Bloomin Haus,Holtsville,NY,8,0,7/1/2011,2011
1513762,"Plummer, Courtney",Waterport,NY,8,0,4/1/2008,2008
1602448,Rulfs Orchard,Peru,NY,8,0,7/28/2008,2008
1580897,Jackie Carson,Murray,KY,8,0,8/25/2008,2008
1563605,J & J Hardesty Farms,Guston,KY,8,0,12/2/2007,2007
1580898,"CDL Tobacco, LLC",Benton,KY,8,0,1/29/2009,2009
1410840,D. W. Rawlings,Woodlawn,TN,8,0,7/8/2005,2005
1484146,Gary L. Reynolds,Penhook,VA,8,0,7/10/2005,2005
1446422,"C. D. Bryant, III",Blairs,VA,8,0,7/10/2004,2004
1376313,Jim Gillespie Farms,Rabun Gap,GA,8,0,3/15/2004,2004
1617984,"James Hill, Jr.",Kinston,NC,9,0,6/11/2009,2009
1614487,Sunleaf Nursery,Madison,OH,9,0,5/4/2009,2009
1612458,"Cox Farms, Inc.",Gaston,IN,9,0,3/25/2009,2009
1627557,Blue Mountain Cattle,Burns,OR,9,0,8/16/2009,2009
1599526,"Guardrail Enterprises, Inc.",Hartford,SD,9,0,3/2/2010,2010
1594205,Wallman Farms,Yale,SD,9,0,2/28/2010,2010
1587346,"Growers Labor Contractors, Inc.",Houston,TX,9,0,3/10/2010,2010
1520327,"Anchustegui, John",Boise,ID,9,0,1/22/2007,2007
1373413,"Anderson, Ken",Wendell,ID,9,0,4/16/2004,2004
1659438,T & L Nursery,Redmond,WA,9,0,6/20/2010,2010
1551721,Garber Farms,Greenville,OH,9,0,7/15/2007,2007
1659942,Stephen Ogle Farms,Hawesville,KY,9,0,7/31/2010,2010
1542833,Don Bok Farm,Pacific,MO,9,0,2/25/2008,2008
1524283,Wilton Dearald Smith,Pink Hill,NC,9,0,1/1/2008,2008
1519262,Winn Farms,Elizabeth City,NC,9,0,6/30/2008,2008
1516175,Swenson Partnership,Wessington Springs,SD,9,0,3/1/2007,2007
1510042,Manquin Gardens,Mechanicsville,VA,9,0,5/30/2006,2006
1507691,"Orange Blossom Harvesting, Inc",Arcadia,FL,9,0,11/15/2007,2007
1498264,David R. Pepper,Hodgenville,KY,9,0,12/15/2005,2005
1493202,Locust Grove Farm,Kendall,NY,9,0,1/1/2007,2007
1518282,Seven Springs Farms,Dundas,VA,9,0,7/14/2006,2006
1650802,Bonnie Plants,Preston,CT,9,0,4/15/2010,2010
1632747,"Texter Mountain Nursery, Inc.",Reinholds,PA,9,0,10/21/2009,2009
1457623,David and Jamie Jones,Wingo,KY,9,0,11/22/2004,2004
409813,Goldaraz Land & Livestock,Rupert,ID,9,0,12/4/1996,1996
1627029,Pepin Lumber,Coburn Gore,ME,9,0,9/15/2009,2009
1697060,"Schichtel's Nursery, Inc.",Springville,NY,9,0,7/11/2011,2011
1357440,Gulf Coast Landscape & Nursery Inc.,Mobile,AL,9,0,5/1/2002,2002
1657242,Michael Wayne Francies,Elkton,KY,9,0,5/1/2010,2010
1417091,Jenkinson Nurseries,Long Valley,NJ,9,0,9/3/2004,2004
1406826,Eldon Painter Farm,Hillsville,VA,9,0,4/6/2005,2005
1446481,Russell Simpson,Vernon Hill,VA,9,0,7/19/2004,2004
1410846,Wayne Jackson,Woodlawn,TN,9,0,5/22/2005,2005
1406859,"Beau Enterprises, Inc.",Ransomville,NY,9,0,4/10/2005,2005
1621579,Jesse Brown Farms,East Bend,NC,10,0,1/2/2010,2010
1625001,"Hill Top Farms, Inc",Four Oaks,NC,10,0,11/6/2010,2010
1459553,Mead Orchards,Tivoli,NY,10,0,4/1/2006,2006
1594004,Suncraft,Medway,OH,10,0,9/22/2008,2008
1589471,Altendorf Harvesting,Minto,ND,10,0,1/1/2009,2009
1585783,Rivergate Ranch,Powderhorn,CO,10,0,6/1/2009,2009
1581750,The Farm at Miller's Crossing,Hudson,NY,10,0,2/20/2010,2010
1581633,"Still Waters Catfish Farm, LLC",Monticello,AR,10,0,7/14/2008,2008
1620242,"KN Turf, Inc. dba Rock Creek Growers",Kimberly,ID,10,0,7/28/2009,2009
1575777,"Cahoon Farms, Inc.",Wolcott,NY,10,0,8/7/2008,2008
1556367,Lawson Farms,Hartsville,SC,10,0,4/9/2009,2009
1554768,Red Wagon Farm,Columbia Station,OH,10,0,9/1/2007,2007
1551722,"Guess Brothers Ag, Inc.",Jamestown,OH,10,0,7/14/2007,2007
1532784,Leo Ocanas Farm,Traverse City,MI,10,0,5/1/2008,2008
1433998,Conleys Nursery & Landscaping,Ruidoso Downs,NM,10,0,3/14/2004,2004
1523170,Peart Ranch,Randolph,UT,10,0,5/16/2007,2007
1657389,Edmond Roy & Sons,Jackman,ME,10,0,7/12/2010,2010
1653230,Mark Lyman Sheep Ranch,Ten Sleep,WY,10,0,8/15/2010,2010
1671994,Henderson Land and Cattle,Adairville,KY,10,0,4/25/2010,2010
1667316,George's Market & Nursery LLC,Latham,NY,10,0,9/21/2010,2010
1446472,Stanley Owen,Blairs,VA,10,0,7/11/2004,2004
1652870,Maxwell's Farm,Changewater,NJ,10,0,3/15/2012,2012
1650804,Winding Brook Turf Farm,Wethersfield,CT,10,0,9/18/2009,2009
1622140,Jose Gonzalez dba Victory Nursery,Oakdale,LA,10,0,6/22/2009,2009
1597415,Wagner's Harvesting,Mankato,KS,10,0,5/9/2009,2009
1530983,Koop Harvesting,Hillsboro,KS,10,0,1/1/2008,2008
1485357,Paul Mazza's Fruit and Vegetables,Colchester,VT,10,0,9/2/2005,2005
1470784,Hall Sod Company,Shelbyville,KY,10,0,3/20/2005,2005
1671836,LoveApple Farm,Ghent,NY,10,0,3/1/2011,2011
1657243,"Jeff Davis Tobacco, LLC",Pembroke,KY,10,0,7/19/2010,2010
1484512,Edwin (Eddie) Robertson,Axton,VA,10,0,7/16/2005,2005
1448166,"Honey Pot Orchard, Inc.",Stow,MA,10,0,9/15/2005,2005
1446432,Michael Farson,Vernon Hill,VA,10,0,7/28/2004,2004
1446439,J. Dennis Gibson,Chatham,VA,10,0,7/17/2004,2004
1427222,Randy Jordan,Elkton,KY,10,0,11/30/2003,2003
1425972,"Moseley's International Gin & Warehouse, Inc.",Abbeville,AL,10,0,11/17/2003,2003
1697830,Baron's Creek Farms,Fredericksburg,TX,10,0,3/12/2012,2012
1686121,Landry's Crawfish Farm,Estherwood,LA,10,0,3/27/2011,2011
1423200,"A. Zimmerman and Son, Inc.",Highland,NY,10,0,11/1/2003,2003
1515375,Walnridge Farm,Cream Ridge,NJ,10,0,2/23/2007,2007
1450215,Allen Ragsdale,Java,VA,10,0,7/13/2004,2004
1555191,Q & H Honey Farm,Elkhorn,NE,10,0,1/1/2009,2009
1410826,Jerry Kevin Kennedy,Puryear,TN,10,0,4/29/2005,2005
1446474,John Ragsdale,Java,VA,10,0,7/13/2004,2004
1622149,"Ronald R. Hebert, Inc.",Jeanerette,LA,11,0,7/21/2009,2009
1596774,Geissler Tree Farms - Wagner House,Leesport,PA,11,0,10/21/2008,2008
1598253,Dean P. Brightly Farms,Hamlin,NY,11,0,11/15/2008,2008
1584179,"Eads, Inc.",Paducah,KY,11,0,2/24/2009,2009
1506095,James Craig Bair Ranch,Glenwood Springs,CO,11,0,9/4/2006,2006
1626344,Happy Apple Company,Union,MO,11,0,1/6/2011,2011
1659158,D & T Crawfish,Abbeville,LA,11,0,6/19/2010,2010
1654226,Richard Slater,Maddock,ND,11,0,5/1/2010,2010
1651536,"Depot Market, Incorporated",Courtland,KS,11,0,4/11/2010,2010
1638190,Dean Gerving Farms,Mandan,ND,11,0,3/21/2010,2010
1530306,Jacobsen Landsape,Midland Park,NJ,11,0,4/11/2008,2008
1478172,Hoffman Harvesting Inc.,Bowdle,SD,11,0,4/15/2005,2005
1485533,Powell Farms,Sutherlin,VA,11,0,7/12/2005,2005
1460250,Troy's Landscape Supply Co.,Cohoes,NY,11,0,4/7/2006,2006
1451316,Dollins Farm Partnership,Katy,TX,11,0,9/16/2004,2004
1433358,Sayler Harvesting,Ashley,ND,11,0,5/13/2005,2005
1659150,Domingues Farms,Erath,LA,11,0,6/19/2010,2010
1696398,David Erway,Wilson,NY,11,0,11/6/2011,2011
1397106,Lee Lancaster Harvesting,Dodge City,KS,11,0,5/10/2004,2004
1584181,Curtis Farms,La Center,KY,11,0,2/23/2009,2009
1381677,Espeland Ranches,Fishtail,MT,11,0,6/1/2003,2003
1617381,"Yates Farm, Inc",Blairs,VA,12,0,5/10/2009,2009
1621954,Frank Patterson Farms,China Grove,NC,12,0,8/4/2009,2009
1604605,"Captain Cook Honey, Ltd.",Kealakekua,HI,12,0,4/10/2009,2009
1620374,Gage Tobacco,Paducah,KY,12,0,7/26/2009,2009
1591489,Gerald Jones (G & L Ranches),Dillon,MT,12,0,8/1/2008,2008
1587020,Driscoll Brothers Partnership,American Falls,ID,12,0,9/1/2008,2008
1580947,"Vegefield, Inc.",Fredericksburg,VA,12,0,3/1/2010,2010
1554770,TRC Landscape Services Inc,Newbury,OH,12,0,9/6/2007,2007
